id,language,sector,solution,intent,query,canonical_url,status,indexed,search_signal,ai_citation
119,tr,Hukuk & Uyum,Etkileşimli Teklif ve Hesaplayıcı,commercial,Hukuk & Uyum için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/hukuk-uyum.html,planned,unknown,unknown,unknown
120,tr,Hukuk & Uyum,Etkileşimli Teklif ve Hesaplayıcı,compare,Hukuk & Uyum AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/hukuk-uyum.html,planned,unknown,unknown,unknown
121,tr,Hukuk & Uyum,Sesli Not ve Saha İş Akışı,problem,Hukuk & Uyum sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/hukuk-uyum.html,planned,unknown,unknown,unknown
122,tr,Hukuk & Uyum,Sesli Not ve Saha İş Akışı,how,Hukuk & Uyum için Sesli Not ve Saha İş Akışı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/hukuk-uyum.html,planned,unknown,unknown,unknown
123,tr,Hukuk & Uyum,Sesli Not ve Saha İş Akışı,risk,Hukuk & Uyum otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/hukuk-uyum.html,planned,unknown,unknown,unknown
124,tr,Hukuk & Uyum,Sesli Not ve Saha İş Akışı,commercial,Hukuk & Uyum için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/hukuk-uyum.html,planned,unknown,unknown,unknown
125,tr,Hukuk & Uyum,Sesli Not ve Saha İş Akışı,compare,Hukuk & Uyum AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/hukuk-uyum.html,planned,unknown,unknown,unknown
126,tr,Üretim & Lojistik,Müşteri Talebi ve Satış Takibi,problem,Üretim & Lojistik sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
127,tr,Üretim & Lojistik,Müşteri Talebi ve Satış Takibi,how,Üretim & Lojistik için Müşteri Talebi ve Satış Takibi hangi veriyi ister?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
128,tr,Üretim & Lojistik,Müşteri Talebi ve Satış Takibi,risk,Üretim & Lojistik otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
129,tr,Üretim & Lojistik,Müşteri Talebi ve Satış Takibi,commercial,Üretim & Lojistik için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
130,tr,Üretim & Lojistik,Müşteri Talebi ve Satış Takibi,compare,Üretim & Lojistik AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
131,tr,Üretim & Lojistik,Site ve Katalog AI Uyumluluğu,problem,Üretim & Lojistik sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
132,tr,Üretim & Lojistik,Site ve Katalog AI Uyumluluğu,how,Üretim & Lojistik için Site ve Katalog AI Uyumluluğu hangi veriyi ister?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
133,tr,Üretim & Lojistik,Site ve Katalog AI Uyumluluğu,risk,Üretim & Lojistik otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
134,tr,Üretim & Lojistik,Site ve Katalog AI Uyumluluğu,commercial,Üretim & Lojistik için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
135,tr,Üretim & Lojistik,Site ve Katalog AI Uyumluluğu,compare,Üretim & Lojistik AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
136,tr,Üretim & Lojistik,İçerik ve Kreatif Üretim Sistemi,problem,Üretim & Lojistik sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
137,tr,Üretim & Lojistik,İçerik ve Kreatif Üretim Sistemi,how,Üretim & Lojistik için İçerik ve Kreatif Üretim Sistemi hangi veriyi ister?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
138,tr,Üretim & Lojistik,İçerik ve Kreatif Üretim Sistemi,risk,Üretim & Lojistik otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
139,tr,Üretim & Lojistik,İçerik ve Kreatif Üretim Sistemi,commercial,Üretim & Lojistik için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
140,tr,Üretim & Lojistik,İçerik ve Kreatif Üretim Sistemi,compare,Üretim & Lojistik AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
141,tr,Üretim & Lojistik,Etkileşimli Teklif ve Hesaplayıcı,problem,Üretim & Lojistik sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
142,tr,Üretim & Lojistik,Etkileşimli Teklif ve Hesaplayıcı,how,Üretim & Lojistik için Etkileşimli Teklif ve Hesaplayıcı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
143,tr,Üretim & Lojistik,Etkileşimli Teklif ve Hesaplayıcı,risk,Üretim & Lojistik otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
144,tr,Üretim & Lojistik,Etkileşimli Teklif ve Hesaplayıcı,commercial,Üretim & Lojistik için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
145,tr,Üretim & Lojistik,Etkileşimli Teklif ve Hesaplayıcı,compare,Üretim & Lojistik AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
146,tr,Üretim & Lojistik,Sesli Not ve Saha İş Akışı,problem,Üretim & Lojistik sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
147,tr,Üretim & Lojistik,Sesli Not ve Saha İş Akışı,how,Üretim & Lojistik için Sesli Not ve Saha İş Akışı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
148,tr,Üretim & Lojistik,Sesli Not ve Saha İş Akışı,risk,Üretim & Lojistik otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
149,tr,Üretim & Lojistik,Sesli Not ve Saha İş Akışı,commercial,Üretim & Lojistik için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
150,tr,Üretim & Lojistik,Sesli Not ve Saha İş Akışı,compare,Üretim & Lojistik AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/uretim-lojistik.html,planned,unknown,unknown,unknown
151,tr,Eğitim,Müşteri Talebi ve Satış Takibi,problem,Eğitim sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
152,tr,Eğitim,Müşteri Talebi ve Satış Takibi,how,Eğitim için Müşteri Talebi ve Satış Takibi hangi veriyi ister?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
153,tr,Eğitim,Müşteri Talebi ve Satış Takibi,risk,Eğitim otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
154,tr,Eğitim,Müşteri Talebi ve Satış Takibi,commercial,Eğitim için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
155,tr,Eğitim,Müşteri Talebi ve Satış Takibi,compare,Eğitim AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
156,tr,Eğitim,Site ve Katalog AI Uyumluluğu,problem,Eğitim sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
157,tr,Eğitim,Site ve Katalog AI Uyumluluğu,how,Eğitim için Site ve Katalog AI Uyumluluğu hangi veriyi ister?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
158,tr,Eğitim,Site ve Katalog AI Uyumluluğu,risk,Eğitim otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
159,tr,Eğitim,Site ve Katalog AI Uyumluluğu,commercial,Eğitim için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
160,tr,Eğitim,Site ve Katalog AI Uyumluluğu,compare,Eğitim AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
161,tr,Eğitim,İçerik ve Kreatif Üretim Sistemi,problem,Eğitim sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
162,tr,Eğitim,İçerik ve Kreatif Üretim Sistemi,how,Eğitim için İçerik ve Kreatif Üretim Sistemi hangi veriyi ister?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
163,tr,Eğitim,İçerik ve Kreatif Üretim Sistemi,risk,Eğitim otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
164,tr,Eğitim,İçerik ve Kreatif Üretim Sistemi,commercial,Eğitim için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
165,tr,Eğitim,İçerik ve Kreatif Üretim Sistemi,compare,Eğitim AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
166,tr,Eğitim,Etkileşimli Teklif ve Hesaplayıcı,problem,Eğitim sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
167,tr,Eğitim,Etkileşimli Teklif ve Hesaplayıcı,how,Eğitim için Etkileşimli Teklif ve Hesaplayıcı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
168,tr,Eğitim,Etkileşimli Teklif ve Hesaplayıcı,risk,Eğitim otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
169,tr,Eğitim,Etkileşimli Teklif ve Hesaplayıcı,commercial,Eğitim için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
170,tr,Eğitim,Etkileşimli Teklif ve Hesaplayıcı,compare,Eğitim AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
171,tr,Eğitim,Sesli Not ve Saha İş Akışı,problem,Eğitim sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
172,tr,Eğitim,Sesli Not ve Saha İş Akışı,how,Eğitim için Sesli Not ve Saha İş Akışı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
173,tr,Eğitim,Sesli Not ve Saha İş Akışı,risk,Eğitim otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
174,tr,Eğitim,Sesli Not ve Saha İş Akışı,commercial,Eğitim için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
175,tr,Eğitim,Sesli Not ve Saha İş Akışı,compare,Eğitim AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/egitim.html,planned,unknown,unknown,unknown
176,tr,Gayrimenkul Yönetimi,Müşteri Talebi ve Satış Takibi,problem,Gayrimenkul Yönetimi sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
177,tr,Gayrimenkul Yönetimi,Müşteri Talebi ve Satış Takibi,how,Gayrimenkul Yönetimi için Müşteri Talebi ve Satış Takibi hangi veriyi ister?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
178,tr,Gayrimenkul Yönetimi,Müşteri Talebi ve Satış Takibi,risk,Gayrimenkul Yönetimi otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
179,tr,Gayrimenkul Yönetimi,Müşteri Talebi ve Satış Takibi,commercial,Gayrimenkul Yönetimi için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
180,tr,Gayrimenkul Yönetimi,Müşteri Talebi ve Satış Takibi,compare,Gayrimenkul Yönetimi AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
181,tr,Gayrimenkul Yönetimi,Site ve Katalog AI Uyumluluğu,problem,Gayrimenkul Yönetimi sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
182,tr,Gayrimenkul Yönetimi,Site ve Katalog AI Uyumluluğu,how,Gayrimenkul Yönetimi için Site ve Katalog AI Uyumluluğu hangi veriyi ister?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
183,tr,Gayrimenkul Yönetimi,Site ve Katalog AI Uyumluluğu,risk,Gayrimenkul Yönetimi otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
184,tr,Gayrimenkul Yönetimi,Site ve Katalog AI Uyumluluğu,commercial,Gayrimenkul Yönetimi için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
185,tr,Gayrimenkul Yönetimi,Site ve Katalog AI Uyumluluğu,compare,Gayrimenkul Yönetimi AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
186,tr,Gayrimenkul Yönetimi,İçerik ve Kreatif Üretim Sistemi,problem,Gayrimenkul Yönetimi sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
187,tr,Gayrimenkul Yönetimi,İçerik ve Kreatif Üretim Sistemi,how,Gayrimenkul Yönetimi için İçerik ve Kreatif Üretim Sistemi hangi veriyi ister?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
188,tr,Gayrimenkul Yönetimi,İçerik ve Kreatif Üretim Sistemi,risk,Gayrimenkul Yönetimi otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
189,tr,Gayrimenkul Yönetimi,İçerik ve Kreatif Üretim Sistemi,commercial,Gayrimenkul Yönetimi için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
190,tr,Gayrimenkul Yönetimi,İçerik ve Kreatif Üretim Sistemi,compare,Gayrimenkul Yönetimi AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
191,tr,Gayrimenkul Yönetimi,Etkileşimli Teklif ve Hesaplayıcı,problem,Gayrimenkul Yönetimi sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
192,tr,Gayrimenkul Yönetimi,Etkileşimli Teklif ve Hesaplayıcı,how,Gayrimenkul Yönetimi için Etkileşimli Teklif ve Hesaplayıcı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
193,tr,Gayrimenkul Yönetimi,Etkileşimli Teklif ve Hesaplayıcı,risk,Gayrimenkul Yönetimi otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
194,tr,Gayrimenkul Yönetimi,Etkileşimli Teklif ve Hesaplayıcı,commercial,Gayrimenkul Yönetimi için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
195,tr,Gayrimenkul Yönetimi,Etkileşimli Teklif ve Hesaplayıcı,compare,Gayrimenkul Yönetimi AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
196,tr,Gayrimenkul Yönetimi,Sesli Not ve Saha İş Akışı,problem,Gayrimenkul Yönetimi sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
197,tr,Gayrimenkul Yönetimi,Sesli Not ve Saha İş Akışı,how,Gayrimenkul Yönetimi için Sesli Not ve Saha İş Akışı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
198,tr,Gayrimenkul Yönetimi,Sesli Not ve Saha İş Akışı,risk,Gayrimenkul Yönetimi otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
199,tr,Gayrimenkul Yönetimi,Sesli Not ve Saha İş Akışı,commercial,Gayrimenkul Yönetimi için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
200,tr,Gayrimenkul Yönetimi,Sesli Not ve Saha İş Akışı,compare,Gayrimenkul Yönetimi AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/gayrimenkul-yonetimi.html,planned,unknown,unknown,unknown
201,tr,Ev Hizmetleri / Roofing,Müşteri Talebi ve Satış Takibi,problem,Ev Hizmetleri / Roofing sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
202,tr,Ev Hizmetleri / Roofing,Müşteri Talebi ve Satış Takibi,how,Ev Hizmetleri / Roofing için Müşteri Talebi ve Satış Takibi hangi veriyi ister?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
203,tr,Ev Hizmetleri / Roofing,Müşteri Talebi ve Satış Takibi,risk,Ev Hizmetleri / Roofing otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
204,tr,Ev Hizmetleri / Roofing,Müşteri Talebi ve Satış Takibi,commercial,Ev Hizmetleri / Roofing için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
205,tr,Ev Hizmetleri / Roofing,Müşteri Talebi ve Satış Takibi,compare,Ev Hizmetleri / Roofing AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
206,tr,Ev Hizmetleri / Roofing,Site ve Katalog AI Uyumluluğu,problem,Ev Hizmetleri / Roofing sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
207,tr,Ev Hizmetleri / Roofing,Site ve Katalog AI Uyumluluğu,how,Ev Hizmetleri / Roofing için Site ve Katalog AI Uyumluluğu hangi veriyi ister?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
208,tr,Ev Hizmetleri / Roofing,Site ve Katalog AI Uyumluluğu,risk,Ev Hizmetleri / Roofing otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
209,tr,Ev Hizmetleri / Roofing,Site ve Katalog AI Uyumluluğu,commercial,Ev Hizmetleri / Roofing için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
210,tr,Ev Hizmetleri / Roofing,Site ve Katalog AI Uyumluluğu,compare,Ev Hizmetleri / Roofing AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
211,tr,Ev Hizmetleri / Roofing,İçerik ve Kreatif Üretim Sistemi,problem,Ev Hizmetleri / Roofing sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
212,tr,Ev Hizmetleri / Roofing,İçerik ve Kreatif Üretim Sistemi,how,Ev Hizmetleri / Roofing için İçerik ve Kreatif Üretim Sistemi hangi veriyi ister?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
213,tr,Ev Hizmetleri / Roofing,İçerik ve Kreatif Üretim Sistemi,risk,Ev Hizmetleri / Roofing otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
214,tr,Ev Hizmetleri / Roofing,İçerik ve Kreatif Üretim Sistemi,commercial,Ev Hizmetleri / Roofing için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
215,tr,Ev Hizmetleri / Roofing,İçerik ve Kreatif Üretim Sistemi,compare,Ev Hizmetleri / Roofing AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
216,tr,Ev Hizmetleri / Roofing,Etkileşimli Teklif ve Hesaplayıcı,problem,Ev Hizmetleri / Roofing sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
217,tr,Ev Hizmetleri / Roofing,Etkileşimli Teklif ve Hesaplayıcı,how,Ev Hizmetleri / Roofing için Etkileşimli Teklif ve Hesaplayıcı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
218,tr,Ev Hizmetleri / Roofing,Etkileşimli Teklif ve Hesaplayıcı,risk,Ev Hizmetleri / Roofing otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
219,tr,Ev Hizmetleri / Roofing,Etkileşimli Teklif ve Hesaplayıcı,commercial,Ev Hizmetleri / Roofing için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
220,tr,Ev Hizmetleri / Roofing,Etkileşimli Teklif ve Hesaplayıcı,compare,Ev Hizmetleri / Roofing AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
221,tr,Ev Hizmetleri / Roofing,Sesli Not ve Saha İş Akışı,problem,Ev Hizmetleri / Roofing sürecinde en sık otomasyon kaybı nerede oluşur?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
222,tr,Ev Hizmetleri / Roofing,Sesli Not ve Saha İş Akışı,how,Ev Hizmetleri / Roofing için Sesli Not ve Saha İş Akışı hangi veriyi ister?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
223,tr,Ev Hizmetleri / Roofing,Sesli Not ve Saha İş Akışı,risk,Ev Hizmetleri / Roofing otomasyonunda hassas veri nasıl sınırlandırılır?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
224,tr,Ev Hizmetleri / Roofing,Sesli Not ve Saha İş Akışı,commercial,Ev Hizmetleri / Roofing için 14 günlük shadow pilot nedir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
225,tr,Ev Hizmetleri / Roofing,Sesli Not ve Saha İş Akışı,compare,Ev Hizmetleri / Roofing AI otomasyonunda hangi kanıt güvenilir?,https://synapseautomate.github.io/sektorler/ev-hizmetleri-roofing.html,planned,unknown,unknown,unknown
226,en,Cross-sector,Synapse Automate,how,How to design human-approved AI automation?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
227,en,Cross-sector,Synapse Automate,risk,How should AI automation handle missing source data?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
228,en,Cross-sector,Synapse Automate,proof,What evidence should an enterprise AI automation vendor publish?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
229,en,Cross-sector,Synapse Automate,metric,How to measure AI workflow reliability?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
230,en,Cross-sector,Synapse Automate,vendor,How to choose a safe AI automation pilot?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
231,en,Cross-sector,Synapse Automate,how,How to design human-approved AI automation?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
232,en,Cross-sector,Synapse Automate,risk,How should AI automation handle missing source data?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
233,en,Cross-sector,Synapse Automate,proof,What evidence should an enterprise AI automation vendor publish?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
234,en,Cross-sector,Synapse Automate,metric,How to measure AI workflow reliability?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
235,en,Cross-sector,Synapse Automate,vendor,How to choose a safe AI automation pilot?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
236,en,Cross-sector,Synapse Automate,how,How to design human-approved AI automation?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
